Date,Weekday,Full_Market,Specialty_Market,Fake3
2018-01-01,Monday,-2.41447472919267,-2.82134455442689,-2.36149337837977
2018-01-02,Tuesday,-1.57530502281279,-0.984740189026389,-0.446038085410153
2018-01-03,Wednesday,0.369629470259084,-0.717629310788312,0.12150422361788
2018-01-04,Thursday,-1.46900067267117,-2.47302288797576,-1.41896775802964
2018-01-05,Friday,-2.12124464601689,-1.03097995259138,-0.101458826357419
2018-01-06,Saturday,-2.20072478586266,-1.84036554819731,-1.8952979102496
2018-01-07,Sunday,-2.23369162299379,-2.05383392253707,-1.69260422845387
2018-01-08,Monday,-0.982742953194022,-0.798755024548109,0.010022698630231
2018-01-09,Tuesday,-0.418085081767248,-0.293238961737083,0.273524484964675
2018-01-10,Wednesday,-0.139799683906919,-0.230503998531878,0.182312328156598
2018-01-11,Thursday,-0.68079620120916,0.004306308958545,0.547160955388905
2018-01-12,Friday,-0.896120278429525,-0.486380636906911,0.263389800874888
2018-01-13,Saturday,-1.29040681613269,-1.21401310490153,-1.41896775802964
2018-01-14,Sunday,-2.00686597489995,-1.57675959003672,-1.54058396710707
2018-01-15,Monday,-1.15718696369988,-1.04418202017622,-0.871694817181178
2018-01-16,Tuesday,0.861885027588774,-0.110802943277218,0.060696119079162
2018-01-17,Wednesday,0.348605149295478,-0.254693504459494,0.04042675089959
2018-01-18,Thursday,-0.558118348553496,0.086373505674982,0.334332589503392
2018-01-19,Friday,-0.275029491329354,0.123551766887724,0.273524484964675
2018-01-20,Saturday,-1.24909220136058,-0.750057450161706,-1.68246954436408
2018-01-21,Sunday,-1.33922490495259,-1.20986988836854,-1.71287359663344
2018-01-22,Monday,-0.16910158768529,0.005584585043048,0.20258169633617
2018-01-23,Tuesday,-0.029758689314685,0.023960883558101,0.374871325862538
2018-01-24,Wednesday,0.401945259302387,0.401738889434659,0.628238428107195
2018-01-25,Thursday,0.226731946700141,0.232693700676443,0.324197905413606
2018-01-26,Friday,-0.093914316015226,0.242801770198065,0.253255116785102
2018-01-27,Saturday,-0.333690863391001,-0.472909341440758,-1.69260422845387
2018-01-28,Sunday,-1.20646869404219,-1.28610662164801,-1.70273891254366
2018-01-29,Monday,-0.202100952031115,0.046953242749307,-0.101458826357419
2018-01-30,Tuesday,0.139168360572705,0.142070097017482,0.222851064515743
2018-01-31,Wednesday,-0.065396388781167,0.203571681975185,0.253255116785102
2018-02-01,Thursday,-0.331252093140056,0.363969807724266,0.658642480376554
2018-02-02,Friday,-0.183425139422074,0.181676358680427,0.749854637184631
2018-02-03,Saturday,-1.055601258724,-0.896499634596207,-1.55071865119686
2018-02-04,Sunday,-1.22407963334395,-1.48596503115979,-1.71287359663344
2018-02-05,Monday,-0.081720616199748,-0.109173074555785,0.20258169633617
2018-02-06,Tuesday,0.598303305122964,0.294090242015687,0.243120432695316
2018-02-07,Wednesday,-0.001825228839705,-0.49380891162098,0.50662221902976
2018-02-08,Thursday,0.521417384313626,0.373247875803333,0.425544746311469
2018-02-09,Friday,0.049812454195472,0.285436433052441,0.151908275887239
2018-02-10,Saturday,-0.951099461408664,-0.805740945741816,-1.51017991483772
2018-02-11,Sunday,-1.26831684338002,-1.56252540799896,-1.59125738755601
2018-02-12,Monday,-0.016494224149867,0.024151705533778,0.283659169054461
2018-02-13,Tuesday,0.280219628245852,0.291952936323816,0.273524484964675
2018-02-14,Wednesday,1.08845009536959,0.430845803448261,0.638373112196982
2018-02-15,Thursday,0.531123820690872,0.415341409776914,0.253255116785102
2018-02-16,Friday,-0.105060762612972,0.099024136147406,0.182312328156598
2018-02-17,Saturday,-1.68766961357193,-0.945798123559238,-1.43923712620921
2018-02-18,Sunday,-2.22596070961784,-1.13958853881493,-1.76354701708237
2018-02-19,Monday,-1.08972681041305,-0.532517078430963,-0.770347976283315
2018-02-20,Tuesday,0.222676107231198,0.358773315668466,-0.020381353639128
2018-02-21,Wednesday,1.0899924693515,0.96197923871562,0.283659169054461
2018-02-22,Thursday,-0.435769733591867,0.089847668988306,0.263389800874888
2018-02-23,Friday,-0.635442215076208,0.152471474158386,0.303928537234034
2018-02-24,Saturday,-1.05204173148906,-0.521335026254809,-1.20613939214413
2018-02-25,Sunday,-1.69244546289606,-1.34165055807733,-1.68246954436408
2018-02-26,Monday,-0.328227397057948,0.174982982428404,0.192447012246384
2018-02-27,Tuesday,1.09759029776003,0.659968295523987,0.719450584915272
2018-02-28,Wednesday,1.11986796450664,0.747801950290957,0.901874898531426
2018-03-01,Thursday,0.7413078733871,0.734005176333779,0.881605530351853
2018-03-02,Friday,-0.165903724696029,-0.828156693483141,0.486352850850187
2018-03-03,Saturday,-1.13170308568989,-0.478101677544341,-0.719674555834384
2018-03-04,Sunday,-1.22158232678755,-1.05003769790829,-1.449371810299
2018-03-05,Monday,-0.335356503454191,0.346084903850154,0.830932109902922
2018-03-06,Tuesday,0.669476058367005,0.677451112969597,0.628238428107195
2018-03-07,Wednesday,-0.560527836210663,-1.18500727788653,0.172177644066812
2018-03-08,Thursday,-0.432517979805536,0.540097976068701,0.891740214441639
2018-03-09,Friday,-0.733491155777025,0.570773053071798,1.27685820985352
2018-03-10,Saturday,-0.889839447482994,-0.549625955366085,-0.92236823763011
2018-03-11,Sunday,-1.50107199498812,-1.07590592383978,-1.62166143982537
2018-03-12,Monday,0.192308581852582,0.001932550379329,0.830932109902922
2018-03-13,Tuesday,0.321152069917511,-0.208281230352064,0.830932109902922
2018-03-14,Wednesday,1.23185945466275,0.205024834528142,0.770124005364204
2018-03-15,Thursday,0.360003096813951,0.241810253183744,0.942413634890571
2018-03-16,Friday,0.021639827196062,0.351547147937561,1.04376047578843
2018-03-17,Saturday,-1.0185767822872,-0.776884558676781,-0.638597083116093
2018-03-18,Sunday,-0.924076880747369,-1.1036924677772,-1.25681281259306
2018-03-19,Monday,0.347861673727088,0.187434819378146,0.648507796286768
2018-03-20,Tuesday,0.990286844354343,0.296170684917447,1.32753163030245
2018-03-21,Wednesday,-0.720481749342307,-1.93596177523384,-0.496711505859085
2018-03-22,Thursday,0.017697926829746,0.443288135589851,1.12483794850672
2018-03-23,Friday,-0.033541318914192,0.634745254904482,1.18564605304544
2018-03-24,Saturday,-0.678553864797759,-0.321305765585932,-0.669001135385452
2018-03-25,Sunday,-0.946380672096534,-0.947728042506094,-1.39869838985007
2018-03-26,Monday,1.04368530041062,0.347471527268004,0.668777164466341
2018-03-27,Tuesday,1.35532643340173,0.576428857220141,1.1451073166863
2018-03-28,Wednesday,0.688580380403769,0.63711426907495,0.932278950800785
2018-03-29,Thursday,0.632459098005082,0.551792054964038,0.668777164466341
2018-03-30,Friday,-0.512068327895045,0.330116891065519,0.435679430401256
2018-03-31,Saturday,-1.01426853091327,-0.67514679429804,-1.06425381488712
2018-04-01,Sunday,-1.51681061392092,-1.29018388072819,-1.72300828072323
2018-04-02,Monday,-0.910216904486956,-0.347368406742282,-0.040650721818701
2018-04-03,Tuesday,0.538125837002592,0.144855445604115,0.638373112196982
2018-04-04,Wednesday,0.258679094076646,0.46108677771152,0.810662741723349
2018-04-05,Thursday,0.325609127991253,0.62862745459733,0.476218166760401
2018-04-06,Friday,-0.167779386383842,0.42548337626111,0.466083482670614
2018-04-07,Saturday,-0.6435168121632,-0.433231219917677,-1.0743884989769
2018-04-08,Sunday,-0.780230403391875,-0.894404131989568,-1.30748623304199
2018-04-09,Monday,0.617105834858665,0.405582821531882,0.6991812167357
2018-04-10,Tuesday,0.521853892622109,0.530287552211309,0.86133616217228
2018-04-11,Wednesday,0.539461661931813,0.769216763191866,1.05389515987822
2018-04-12,Thursday,0.682538985355924,0.748331347872679,0.638373112196982
2018-04-13,Friday,0.403504769981884,1.0627845573412,0.739719953094845
